Computational basis states,Probabilities
000111100000001,0.012
000111100000010,0.024
000111100000011,0.024
000111100000100,0.012
000111100001001,0.012
000111100001011,0.012
000111100001101,0.012
000111100001110,0.024
000111100001111,0.012
000111100010011,0.012
000111100010100,0.012
000111100011100,0.012
000111100011101,0.024
000111100011111,0.024
000111100100001,0.012
000111100100100,0.012
000111100100110,0.024
000111100101000,0.024
000111100101001,0.012
000111100101010,0.012
000111100101101,0.012
000111100101110,0.024
000111100111001,0.012
000111101000010,0.024
000111101000110,0.012
000111101000111,0.012
000111101010010,0.012
000111101011100,0.012
000111101100000,0.012
000111101100100,0.024
000111101100101,0.012
000111101100110,0.012
000111101101100,0.012
000111101110101,0.012
000111101110111,0.012
000111101111101,0.012
000111101111110,0.012
000111110000001,0.037
000111110000010,0.012
000111110000011,0.012
000111110000110,0.024
000111110001001,0.012
000111110001010,0.012
000111110001011,0.012
000111110001100,0.012
000111110001101,0.012
000111110001110,0.012
000111110001111,0.012
000111110010000,0.012
000111110010010,0.024
000111110010101,0.012
000111110011101,0.012
000111110100000,0.024
000111110100011,0.024
000111110100101,0.024
000111110100110,0.012
000111110101011,0.012
000111110101101,0.012
000111110101111,0.024
000111110110110,0.024
000111110111110,0.012
000111111000000,0.012
000111111000010,0.012
000111111000111,0.012
000111111001011,0.012
000111111011110,0.012
000111111100101,0.012
000111111100110,0.024
000111111110101,0.012
000111111111001,0.012
000111111111010,0.024
001000000000000,0.024
001000000000001,0.024
001000000000010,0.037
001000000000100,0.012
001000000000110,0.024
001000000000111,0.012
001000000001011,0.012
001000000001110,0.012
001000000001111,0.012
001000000010100,0.012
001000000011000,0.024
001000000011001,0.012
001000000011100,0.024
001000000011101,0.012
001000000100001,0.012
001000000100010,0.012
001000000100100,0.024
001000000100110,0.024
001000000101000,0.024
001000000101001,0.012
001000000101100,0.012
001000000101101,0.024
001000000101110,0.012
001000000101111,0.012
001000000110000,0.012
001000000110111,0.024
001000000111101,0.024
001000000111111,0.012
001000001001010,0.024
001000001001110,0.024
001000001001111,0.012
001000001010001,0.012
001000001010011,0.012
001000001010101,0.012
001000001010111,0.012
001000001011000,0.012
001000001011010,0.012
001000001011110,0.012
001000001100001,0.024
001000001100111,0.037
001000001101000,0.012
001000001101110,0.012
001000001111011,0.024
001000010000001,0.024
001000010000010,0.012
001000010001010,0.012
001000010001011,0.024
001000010001110,0.012
001000010001111,0.012
001000010010000,0.012
001000010010001,0.012
001000010010010,0.012
001000010010111,0.024
001000010011000,0.037
001000010011001,0.012
001000010011110,0.012
001000010100010,0.024
001000010100011,0.012
001000010100100,0.012
001000010101001,0.024
001000010101100,0.012
001000010101101,0.012
001000010101111,0.012
001000010110010,0.024
001000010110100,0.024
001000010111001,0.012
001000010111010,0.049
001000010111011,0.012
001000011000001,0.012
001000011000011,0.012
001000011000101,0.024
001000011000110,0.024
001000011001000,0.012
001000011001001,0.012
001000011001011,0.012
001000011001100,0.012
001000011001110,0.012
001000011001111,0.012
001000011010100,0.012
001000011010110,0.012
001000011010111,0.012
001000011011010,0.012
001000011011101,0.012
001000011101100,0.012
001000011110001,0.012
001000011110010,0.012
001000011110110,0.012
001000011110111,0.012
001000011111100,0.012
001000100001000,0.012
001000100001100,0.012
001000100011010,0.012
001000100011101,0.012
001000100100011,0.012
001000100101011,0.012
001000100101100,0.012
001000100101110,0.012
001000100111011,0.012
001000101110000,0.012
001000110000000,0.024
001000110000101,0.012
001000110000110,0.012
001000110001001,0.012
001000110010010,0.012
001000110011011,0.012
001000110100110,0.012
001000110101010,0.012
001000110101011,0.024
001000110110110,0.012
001000111000000,0.012
001000111000100,0.012
001000111001001,0.024
001000111001011,0.012
001000111101111,0.012
001001000000001,0.012
001001000000100,0.012
001001000000111,0.024
001001000001000,0.012
001001000001010,0.049
001001000001011,0.024
001001000001110,0.012
001001000001111,0.012
001001000010000,0.012
001001000011010,0.024
001001000100010,0.012
001001000100100,0.012
001001000101000,0.012
001001000101011,0.012
001001000101110,0.037
001001000110001,0.012
001001000110011,0.012
001001000111010,0.012
001001000111101,0.012
001001001000110,0.024
001001001001001,0.024
001001001001101,0.012
001001001010001,0.012
001001001100100,0.012
001001001101011,0.012
001001001101100,0.012
001001001101101,0.012
001001001111111,0.012
001001010000000,0.012
001001010000011,0.012
001001010000110,0.012
001001010000111,0.012
001001010001000,0.012
001001010001001,0.024
001001010001010,0.012
001001010001011,0.012
001001010001100,0.012
001001010001101,0.012
001001010001111,0.012
001001010010001,0.012
001001010010011,0.012
001001010011000,0.012
001001010011101,0.024
001001010011110,0.012
001001010100011,0.024
001001010101010,0.012
001001010101011,0.012
001001010101111,0.012
001001010110000,0.012
001001010110001,0.012
001001010110101,0.012
001001010111001,0.012
001001010111010,0.012
001001011001001,0.012
001001011010011,0.024
001001011010111,0.012
001001011011100,0.024
001001011100000,0.012
001001011100100,0.012
001001011101000,0.012
001001011101100,0.012
001001011110110,0.012
001001011110111,0.012
001001011111001,0.012
001001011111100,0.024
001001100000100,0.012
001001100000101,0.012
001001100001000,0.012
001001100001010,0.012
001001100001011,0.012
001001100001100,0.012
001001100100000,0.024
001001100100010,0.012
001001100100101,0.012
001001100101100,0.012
001001100101111,0.012
001001100111000,0.012
001001101100111,0.012
001001110000101,0.012
001001110001110,0.012
001001110010001,0.012
001001110011001,0.012
001001110011110,0.012
001001110100010,0.012
001001110100011,0.012
001001110110011,0.012
001001110110100,0.012
001001110111000,0.012
001001111100000,0.012
001001111100001,0.012
001001111100010,0.012
001001111100101,0.012
001001111100111,0.012
001001111110101,0.012
001001111111100,0.012
001001111111110,0.012
001010000000000,0.012
001010000000010,0.024
001010000000011,0.012
001010000000101,0.012
001010000000110,0.012
001010000001011,0.012
001010000001101,0.012
001010000001111,0.012
001010000010000,0.024
001010000010100,0.012
001010000011101,0.012
001010000011110,0.012
001010000011111,0.012
001010000100001,0.024
001010000100010,0.012
001010000100011,0.024
001010000100100,0.024
001010000101011,0.012
001010000101110,0.012
001010000110010,0.012
001010000110101,0.024
001010000111000,0.012
001010000111001,0.012
001010000111011,0.012
001010001011100,0.012
001010001101011,0.012
001010001110000,0.012
001010001111000,0.012
001010001111100,0.012
001010010000011,0.012
001010010000100,0.012
001010010001000,0.024
001010010001100,0.012
001010010001110,0.012
001010010001111,0.012
001010010010001,0.012
001010010010110,0.012
001010010011110,0.012
001010010100011,0.012
001010010100100,0.012
001010010100110,0.012
001010010101100,0.024
001010010110010,0.012
001010010110101,0.012
001010010111010,0.012
001010010111100,0.012
001010011000110,0.012
001010011010011,0.012
001010011011011,0.012
001010011100100,0.012
001010011100111,0.024
001010011101100,0.012
001010011101110,0.012
001010011110010,0.012
001010011110011,0.012
001010011111111,0.012
001010100000000,0.012
001010100000001,0.012
001010100000111,0.012
001010100010011,0.012
001010100011000,0.012
001010100011001,0.012
001010100011111,0.012
001010100100001,0.012
001010100101000,0.012
001010100110001,0.012
001010100110011,0.012
001010100111011,0.012
001010100111101,0.012
001010100111110,0.012
001010101000011,0.012
001010101001101,0.012
001010101001111,0.012
001010101010000,0.012
001010101010101,0.012
001010110001100,0.012
001010110001111,0.012
001010110010001,0.012
001010110010100,0.012
001010110011000,0.012
001010110011001,0.012
001010110101011,0.012
001010110101101,0.012
001010110110010,0.012
001010111011001,0.012
001011000000110,0.012
001011000001100,0.012
001011000001111,0.012
001011000010010,0.049
001011000010011,0.024
001011000010111,0.012
001011000011000,0.012
001011000011001,0.012
001011000011011,0.012
001011000011101,0.012
001011000100010,0.012
001011000100101,0.012
001011000100110,0.024
001011000101001,0.012
001011000101101,0.012
001011000110011,0.012
001011000110110,0.012
001011000111010,0.012
001011000111101,0.012
001011001000101,0.012
001011001010011,0.012
001011001011000,0.012
001011001100001,0.012
001011001100010,0.012
001011001101000,0.012
001011001101101,0.012
001011001110000,0.012
001011001110110,0.012
001011001111100,0.012
001011001111110,0.012
001011010000111,0.012
001011010001001,0.012
001011010001010,0.012
001011010001111,0.024
001011010010100,0.012
001011010011000,0.012
001011010011010,0.012
001011010011110,0.012
001011010011111,0.012
001011010100000,0.012
001011010100010,0.012
001011010100110,0.012
001011010100111,0.012
001011010101000,0.012
001011010101011,0.012
001011010110100,0.012
001011010111010,0.012
001011011000111,0.012
001011011010010,0.012
001011011100000,0.012
001011011110010,0.012
001011100000100,0.012
001011100001000,0.012
001011100001010,0.012
001011100001110,0.024
001011100010110,0.012
001011100100000,0.012
001011100100101,0.012
001011100100111,0.024
001011100101001,0.012
001011100101100,0.012
001011100110001,0.012
001011100111011,0.024
001011101001111,0.012
001011101010110,0.012
001011101011010,0.012
001011101101001,0.012
001011101111111,0.012
001011110000101,0.012
001011110001010,0.012
001011110001100,0.012
001011110010000,0.012
001011110010001,0.012
001011110010011,0.012
001011110010110,0.012
001011110011001,0.012
001011110011010,0.024
001011110011111,0.012
001011110100010,0.012
001011110100011,0.012
001011110110010,0.012
001011110111000,0.024
001011110111001,0.012
001011110111100,0.012
001011111001010,0.012
001011111010111,0.024
001100000000001,0.012
001100000000010,0.012
001100000000101,0.012
001100000000110,0.012
001100000001001,0.012
001100000001010,0.024
001100000001100,0.037
001100000010010,0.012
001100000010100,0.012
001100000010110,0.012
001100000010111,0.012
001100000011010,0.012
001100000011111,0.012
001100000100000,0.012
001100000100001,0.024
001100000100010,0.012
001100000100101,0.012
001100000100110,0.012
001100000110000,0.012
001100000110100,0.012
001100000110101,0.012
001100000111010,0.012
001100000111110,0.024
001100001001000,0.012
001100001001010,0.012
001100001001011,0.012
001100001001110,0.012
001100001010010,0.012
001100001011101,0.012
001100001100001,0.024
001100001100101,0.012
001100001101000,0.012
001100001101010,0.012
001100001101110,0.012
001100001110111,0.012
001100001111010,0.012
001100001111111,0.012
001100010000001,0.012
001100010000011,0.012
001100010000100,0.012
001100010000110,0.024
001100010000111,0.012
001100010001001,0.012
001100010001101,0.012
001100010001110,0.012
001100010001111,0.012
001100010010010,0.012
001100010010111,0.012
001100010011001,0.012
001100010011010,0.012
001100010011011,0.012
001100010011101,0.024
001100010100001,0.012
001100010100011,0.012
001100010101000,0.024
001100010101001,0.012
001100010101011,0.012
001100010110111,0.012
001100011000110,0.012
001100011001100,0.012
001100011010001,0.012
001100011010100,0.012
001100011100010,0.012
001100011101100,0.012
001100011110000,0.012
001100011110101,0.012
001100011111010,0.012
001100011111110,0.012
001100100000000,0.012
001100100000001,0.024
001100100000100,0.024
001100100000101,0.012
001100100000110,0.012
001100100001010,0.012
001100100001111,0.012
001100100010010,0.012
001100100010110,0.012
001100100011010,0.012
001100100011110,0.012
001100100011111,0.012
001100100101100,0.012
001100100110011,0.012
001100101001100,0.012
001100101100101,0.012
001100101110000,0.012
001100110000010,0.012
001100110000110,0.012
001100110001000,0.012
001100110001011,0.012
001100110001111,0.012
001100110010011,0.012
001100110010101,0.024
001100110010110,0.012
001100110011010,0.012
001100110011011,0.012
001100110011101,0.012
001100110011110,0.024
001100110100011,0.012
001100110100100,0.012
001100110100111,0.012
001100110101000,0.012
001100110101010,0.024
001100110101100,0.012
001100110110000,0.012
001100111000101,0.012
001100111001111,0.012
001100111010001,0.012
001100111011111,0.012
001100111101110,0.012
001100111110101,0.012
001100111110110,0.012
001101000000000,0.012
001101000000111,0.012
001101000001110,0.012
001101000010000,0.024
001101000010001,0.012
001101000010010,0.012
001101000010011,0.012
001101000010110,0.024
001101000011101,0.012
001101000100010,0.024
001101000100011,0.024
001101000100100,0.012
001101000100101,0.012
001101000100110,0.012
001101000101010,0.012
001101000101110,0.037
001101000101111,0.012
001101000110010,0.012
001101000111000,0.012
001101000111011,0.012
001101000111111,0.012
001101001001000,0.024
001101001001010,0.012
001101001010000,0.012
001101001011110,0.012
001101001100101,0.012
001101001101001,0.012
001101001101101,0.024
001101001110101,0.012
001101001111100,0.024
001101010000001,0.061
001101010000011,0.012
001101010000100,0.012
001101010010000,0.012
001101010010110,0.024
001101010011110,0.012
001101010100000,0.012
001101010100001,0.012
001101010101010,0.012
001101010110001,0.012
001101010110010,0.012
001101010110100,0.012
001101010111010,0.037
001101010111111,0.012
001101011000000,0.012
001101011000101,0.012
001101011000110,0.024
001101011010001,0.012
001101011010010,0.012
001101011011001,0.012
001101011100101,0.012
001101011100110,0.012
001101011101001,0.012
001101011101100,0.012
001101011101101,0.012
001101011110011,0.012
001101011110110,0.012
001101100000000,0.012
001101100000110,0.037
001101100001011,0.012
001101100001101,0.012
001101100001110,0.012
001101100001111,0.012
001101100011000,0.012
001101100011011,0.012
001101100100011,0.012
001101100100101,0.012
001101100101000,0.012
001101100101011,0.012
001101100101110,0.012
001101100101111,0.012
001101100110000,0.012
001101100110011,0.012
001101100110101,0.012
001101100110111,0.012
001101100111010,0.012
001101101001000,0.012
001101101001011,0.012
001101101011100,0.024
001101101011101,0.012
001101101100001,0.012
001101101100101,0.012
001101101101001,0.012
001101101110010,0.012
001101101110100,0.012
001101110000000,0.012
001101110000011,0.012
001101110000110,0.012
001101110001000,0.012
001101110001110,0.012
001101110001111,0.012
001101110010001,0.012
001101110010111,0.012
001101110100000,0.024
001101110100010,0.012
001101110100101,0.012
001101110101101,0.012
001101110111101,0.012
001101111000000,0.012
001101111000111,0.012
001101111011001,0.012
001101111011010,0.012
001101111101100,0.012
001101111110000,0.012
001101111111010,0.012
001110000000001,0.037
001110000000011,0.012
001110000000111,0.012
001110000001000,0.012
001110000001001,0.012
001110000001111,0.037
001110000010000,0.012
001110000010011,0.012
001110000010110,0.012
001110000011011,0.012
001110000011111,0.024
001110000100110,0.012
001110000100111,0.012
001110000101001,0.012
001110000101010,0.012
001110000101110,0.012
001110000110001,0.012
001110000110101,0.012
001110000110111,0.012
001110000111001,0.012
001110000111100,0.012
001110000111110,0.012
001110000111111,0.012
001110001000110,0.012
001110001001001,0.012
001110001001100,0.012
001110001001101,0.012
001110001001110,0.012
001110001011001,0.012
001110001100000,0.012
001110001100011,0.012
001110001101101,0.012
001110001111000,0.012
001110010000011,0.012
001110010000100,0.012
001110010000111,0.012
001110010001000,0.024
001110010001010,0.012
001110010001111,0.012
001110010010100,0.024
001110010011000,0.012
001110010011001,0.012
001110010011110,0.012
001110010100001,0.012
001110010100011,0.012
001110010100100,0.012
001110010101001,0.024
001110010101010,0.012
001110010101011,0.012
001110010101101,0.012
001110010110010,0.024
001110010111101,0.012
001110011000100,0.012
001110011001101,0.012
001110011011110,0.012
001110011100001,0.012
001110011101011,0.037
001110011101110,0.012
001110011101111,0.012
001110100000101,0.024
001110100001010,0.012
001110100001011,0.012
001110100001101,0.012
001110100010010,0.012
001110100010101,0.012
001110100011110,0.012
001110100011111,0.012
001110100100000,0.012
001110100101100,0.012
001110100110001,0.012
001110100111010,0.012
001110100111101,0.012
001110101010011,0.012
001110101010111,0.012
001110110000010,0.012
001110110001010,0.012
001110110010110,0.012
001110110011100,0.012
001110110011111,0.012
001110110100010,0.012
001110110100101,0.012
001110110101001,0.012
001110110101101,0.012
001110110111001,0.012
001110111000001,0.012
001110111001000,0.012
001110111011001,0.012
001110111100001,0.012
001111000000001,0.012
001111000000010,0.012
001111000000101,0.012
001111000001000,0.012
001111000001111,0.012
001111000010011,0.012
001111000010110,0.024
001111000010111,0.012
001111000011000,0.012
001111000011111,0.024
001111000100001,0.012
001111000101101,0.012
001111000101110,0.012
001111000110010,0.012
001111000110011,0.012
001111000111010,0.012
001111000111100,0.012
001111001000001,0.012
001111001001101,0.012
001111001001110,0.012
001111001010010,0.012
001111001010110,0.012
001111001011010,0.012
001111001011011,0.012
001111001011101,0.012
001111001100101,0.012
001111001101100,0.012
001111001110101,0.012
001111001110110,0.012
001111001111011,0.012
001111001111101,0.012
001111010000010,0.012
001111010000110,0.012
001111010010010,0.012
001111010011001,0.012
001111010100001,0.012
001111010100101,0.024
001111010100111,0.012
001111010101010,0.012
001111010101101,0.024
001111010101110,0.012
001111010110010,0.012
001111010111100,0.012
001111011000110,0.012
001111011001010,0.012
001111011001100,0.012
001111011011110,0.012
001111011100011,0.012
001111011100100,0.012
001111011101100,0.012
001111011101110,0.012
001111011111110,0.012
001111100000000,0.012
001111100000011,0.012
001111100000100,0.024
001111100000110,0.012
001111100001001,0.012
001111100001110,0.012
001111100011010,0.012
001111100100100,0.012
001111100100101,0.012
001111100101010,0.012
001111100110011,0.012
001111100110110,0.012
001111100111001,0.012
001111100111011,0.012
001111101101011,0.012
001111101101100,0.012
001111101101101,0.012
001111101110101,0.012
001111110000000,0.012
001111110000101,0.012
001111110001010,0.012
001111110001101,0.012
001111110010001,0.012
001111110010100,0.012
001111110010110,0.012
001111110100100,0.012
001111110101010,0.012
001111110101110,0.012
001111110101111,0.012
001111110111000,0.024
001111111001101,0.012
001111111010011,0.012
001111111100010,0.012
001111111111001,0.024
010000000000000,0.012
010000000000001,0.024
010000000000010,0.012
010000000000011,0.012
010000000001001,0.012
010000000001100,0.012
010000000001101,0.024
010000000001111,0.012
010000000010100,0.012
010000000010111,0.012
010000000011000,0.012
010000000011100,0.012
010000000011101,0.012
010000000011111,0.012
010000000100011,0.024
010000000101000,0.024
010000000101010,0.024
010000000101011,0.012
010000000101100,0.012
010000000101101,0.012
010000000101110,0.012
010000000101111,0.012
010000000110011,0.012
010000000110100,0.012
010000000110101,0.012
010000000111001,0.012
010000000111010,0.012
010000000111100,0.012
010000000111110,0.012
010000001000000,0.012
010000001000100,0.012
010000001000110,0.012
010000001000111,0.012
010000001001001,0.012
010000001001010,0.012
010000001010010,0.012
010000001010111,0.012
010000001011000,0.012
010000001011100,0.012
010000001011111,0.012
010000001100001,0.012
010000001101000,0.012
010000001101001,0.012
010000001101101,0.012
010000001110110,0.012
010000001111000,0.012
010000001111010,0.012
010000001111110,0.012
010000010000000,0.024
010000010000001,0.024
010000010000010,0.012
010000010000101,0.012
010000010000110,0.012
010000010001011,0.024
010000010001100,0.012
010000010001110,0.012
010000010001111,0.024
010000010010000,0.012
010000010010010,0.012
010000010011100,0.024
010000010011111,0.012
010000010100001,0.024
010000010100011,0.012
010000010100100,0.012
010000010100110,0.012
010000010101000,0.024
010000010101011,0.012
010000010101100,0.037
010000010101110,0.012
010000010101111,0.012
010000010110010,0.012
010000010110100,0.012
010000010110110,0.012
010000010110111,0.012
010000010111000,0.012
010000010111001,0.012
010000010111010,0.012
010000010111111,0.012
010000011000001,0.012
010000011000101,0.012
010000011000111,0.024
010000011001000,0.012
010000011001011,0.012
010000011010101,0.012
010000011010111,0.012
010000011011100,0.012
010000011100011,0.012
010000011100110,0.012
010000011101011,0.012
010000011101100,0.012
010000011101110,0.012
010000011110100,0.012
010000011110110,0.012
010000011111110,0.012
010000100000100,0.012
010000100001000,0.012
010000100001001,0.012
010000100001011,0.012
010000100001110,0.012
010000100010111,0.012
010000100011101,0.012
010000100100000,0.012
010000100100100,0.012
010000100100111,0.012
010000100110001,0.012
010000100110011,0.012
010000100110100,0.012
010000100110101,0.012
010000100111100,0.012
010000101000100,0.012
010000101010011,0.012
010000110000000,0.012
010000110000010,0.012
010000110000111,0.012
010000110001101,0.012
010000110011001,0.012
010000110100000,0.012
010000110111000,0.012
010000110111101,0.012
010000111000110,0.012
010000111011000,0.012
010000111100000,0.012
010000111101101,0.012
010000111101111,0.012
010001000000001,0.012
010001000000011,0.012
010001000000100,0.012
010001000000101,0.024
010001000000110,0.024
010001000000111,0.012
010001000001000,0.024
010001000001001,0.012
010001000001010,0.024
010001000001011,0.012
010001000010001,0.012
010001000010010,0.012
010001000010011,0.037
010001000011001,0.012
010001000011011,0.012
010001000011101,0.012
010001000011110,0.012
010001000011111,0.012
010001000100000,0.024
010001000100001,0.024
010001000100011,0.012
010001000100100,0.012
010001000100111,0.012
010001000101100,0.012
010001000101101,0.024
010001000101110,0.024
010001000110010,0.012
010001000110101,0.024
010001000110110,0.012
010001000111110,0.012
010001001000100,0.012
010001001001010,0.012
010001001010001,0.012
010001001010101,0.012
010001001010110,0.012
010001001011001,0.012
010001001100010,0.012
010001001101011,0.012
010001001101111,0.024
010001001111100,0.012
010001001111101,0.012
010001010000110,0.012
010001010000111,0.024
010001010001000,0.012
010001010001001,0.012
010001010001110,0.024
010001010001111,0.012
010001010010010,0.012
010001010010101,0.024
010001010011101,0.012
010001010011110,0.024
010001010100000,0.012
010001010100010,0.012
010001010100011,0.012
010001010101010,0.012
010001010101011,0.012
010001010101100,0.012
010001010101101,0.012
010001010110010,0.037
010001010110100,0.012
010001010111001,0.012
010001010111101,0.012
010001011000010,0.012
010001011000100,0.012
010001011000111,0.012
010001011001001,0.012
010001011001101,0.024
010001011010111,0.012
010001011011001,0.012
010001011011010,0.012
010001011101110,0.012
010001011110000,0.024
010001011111000,0.012
010001011111100,0.012
010001011111111,0.012
010001100001000,0.012
010001100001001,0.012
010001100001011,0.012
010001100001100,0.012
010001100001111,0.012
010001100011000,0.024
010001100100100,0.012
010001100100101,0.012
010001100101010,0.012
010001100101100,0.024
010001100101111,0.012
010001100110000,0.012
010001100110111,0.012
010001100111010,0.012
010001101010011,0.012
010001101010101,0.012
010001101100001,0.012
010001101111010,0.012
010001110001000,0.012
010001110001011,0.012
010001110001110,0.012
010001110010101,0.012
010001110010111,0.024
010001110011101,0.012
010001110100011,0.012
010001110110001,0.012
010001110110010,0.012
010001110111101,0.012
010001111010101,0.012
010001111010110,0.012
010001111010111,0.012
010010000000000,0.012
010010000000001,0.012
010010000000010,0.024
010010000000101,0.012
010010000001101,0.024
010010000001110,0.012
010010000011011,0.012
010010000011111,0.012
010010000100010,0.024
010010000100100,0.012
010010000100101,0.012
010010000101111,0.012
010010000111000,0.012
010010000111010,0.012
010010000111011,0.024
010010000111111,0.012
010010001000000,0.012
010010001001111,0.012
010010001010000,0.012
010010001010011,0.012
010010001011100,0.012
010010001111010,0.012
010010010000001,0.012
010010010000010,0.024
010010010000110,0.012
010010010000111,0.012
010010010001000,0.012
010010010001001,0.012
010010010001011,0.012
010010010001100,0.012
010010010001101,0.012
010010010011100,0.012
010010010100100,0.012
010010010100101,0.012
010010010101011,0.012
010010010101100,0.012
010010010101111,0.012
010010010111010,0.012
010010011000101,0.012
010010011001000,0.012
010010011001110,0.012
010010011011110,0.012
010010011100011,0.012
010010011100100,0.024
010010011100111,0.012
010010011101001,0.012
010010011101011,0.012
010010011101110,0.012
010010011110111,0.012
010010011111011,0.012
010010011111110,0.012
010010100000010,0.012
010010100000111,0.012
010010100001000,0.012
010010100001110,0.012
010010100010000,0.012
010010100010111,0.012
010010100100010,0.012
010010100110011,0.012
010010101000110,0.012
010010101001101,0.012
010010101011010,0.024
010010101100001,0.012
010010101100010,0.012
010010101101000,0.012
010010110001111,0.012
010010110011010,0.012
010010110011110,0.012
010010110100000,0.012
010010110100101,0.012
010010110110001,0.012
010010110110101,0.012
010010110111111,0.012
010010111000111,0.012
010011000000000,0.012
010011000000010,0.024
010011000000101,0.012
010011000000111,0.012
010011000001000,0.012
010011000001011,0.012
010011000001100,0.012
010011000011001,0.012
010011000100100,0.024
010011000100110,0.012
010011000101000,0.012
010011000101001,0.012
010011000101100,0.012
010011000101101,0.012
010011000111110,0.012
010011001000000,0.012
010011001011101,0.012
010011001100011,0.012
010011001101110,0.012
010011010000000,0.012
010011010000010,0.024
010011010000011,0.024
010011010000101,0.012
010011010001010,0.012
010011010001011,0.012
010011010010010,0.024
010011010011101,0.012
010011010100000,0.012
010011010100001,0.024
010011010100111,0.012
010011010101011,0.037
010011010110011,0.012
010011010110100,0.012
010011010110110,0.012
010011010111000,0.012
010011010111001,0.012
010011010111010,0.012
010011011000011,0.012
010011011001101,0.024
010011011010111,0.012
010011011011001,0.012
010011011011110,0.012
010011011101010,0.012
010011011110111,0.012
010011100001100,0.012
010011100010100,0.012
010011100011000,0.012
010011100011011,0.012
010011100011100,0.012
010011100100010,0.012
010011100101111,0.012
010011100111101,0.012
010011101010000,0.012
010011101011111,0.012
010011101101001,0.012
010011110000000,0.012
010011110000100,0.024
010011110001111,0.012
010011110010011,0.024
010011110011001,0.012
010011110011111,0.024
010011110100101,0.012
010011110110010,0.012
010011110110011,0.012
010011110111110,0.012
010011111001110,0.012
010011111010111,0.012
010011111100001,0.012
010100000000001,0.012
010100000000010,0.012
010100000000011,0.012
010100000000100,0.024
010100000000111,0.024
010100000001011,0.024
010100000001100,0.012
010100000001111,0.024
010100000010000,0.012
010100000010010,0.012
010100000010100,0.012
010100000011101,0.012
010100000100000,0.012
010100000100001,0.012
010100000100110,0.012
010100000100111,0.012
010100000101000,0.012
010100000101001,0.012
010100000101010,0.012
010100000101100,0.012
010100000110001,0.012
010100000110110,0.012
010100000111000,0.012
010100000111001,0.012
010100000111110,0.012
010100001000110,0.024
010100001001000,0.012
010100001001110,0.012
010100001001111,0.012
010100001010100,0.012
010100001010110,0.012
010100001011001,0.012
010100001100000,0.012
010100001100101,0.012
010100001100111,0.024
010100001101011,0.012
010100001101100,0.012
010100001110100,0.012
010100001111100,0.012
010100010000000,0.012
010100010000001,0.012
010100010000010,0.012
010100010000100,0.012
010100010000111,0.012
010100010001000,0.012
010100010001011,0.024
010100010001101,0.012
010100010001111,0.012
010100010010000,0.024
010100010010110,0.012
010100010011010,0.012
010100010011011,0.012
010100010011101,0.012
010100010100001,0.012
010100010100100,0.012
010100010100101,0.012
010100010101001,0.012
010100010101010,0.012
010100010101100,0.012
010100010110001,0.012
010100010110111,0.012
010100010111010,0.012
010100010111101,0.024
010100011000011,0.012
010100011001110,0.012
010100011010010,0.012
010100011100101,0.024
010100011101101,0.012
010100011101110,0.012
010100100000010,0.012
010100100000110,0.012
010100100001011,0.012
010100100010001,0.012
010100100010010,0.012
010100100011010,0.012
010100100011100,0.012
010100100100011,0.012
010100100100100,0.012
010100100100111,0.012
010100100101100,0.012
010100100110101,0.024
010100100110111,0.012
010100101000101,0.012
010100101001001,0.012
010100101010000,0.012
010100101010110,0.012
010100101100010,0.012
010100101101011,0.024
010100101101100,0.012
010100101110010,0.012
010100110000010,0.012
010100110000011,0.012
010100110001010,0.012
010100110001011,0.012
010100110001101,0.012
010100110001111,0.012
010100110010011,0.012
010100110010100,0.012
010100110011100,0.012
010100110100000,0.012
010100110100100,0.012
010100110101010,0.012
010100110101101,0.024
010100110101111,0.012
010100110111111,0.012
010100111000111,0.012
010100111001000,0.012
010100111010100,0.012
010100111100100,0.012
010100111101010,0.012
010100111101100,0.012
010100111101110,0.012
010100111111010,0.012
010101000000001,0.024
010101000000011,0.012
010101000000101,0.012
010101000001001,0.024
010101000001011,0.012
010101000001100,0.012
010101000011100,0.012
010101000100011,0.012
010101000100101,0.012
010101000101010,0.012
010101000101111,0.024
010101000111101,0.012
010101000111111,0.012
010101001000100,0.012
010101001010001,0.012
010101001011101,0.012
010101001100000,0.012
010101001100101,0.012
010101001101010,0.012
010101001101011,0.012
010101010000010,0.012
010101010000011,0.012
010101010010011,0.024
010101010010110,0.012
010101010011000,0.012
010101010011010,0.012
010101010011011,0.012
010101010100000,0.012
010101010100101,0.012
010101010100111,0.037
010101010101000,0.024
010101010101001,0.012
010101010101010,0.012
010101010101110,0.024
010101010110010,0.012
010101010110011,0.012
010101010111111,0.012
010101011000110,0.012
010101011010001,0.012
010101011010110,0.012
010101011010111,0.012
010101011100100,0.012
010101011100110,0.012
010101011100111,0.024
010101011101011,0.012
010101011101100,0.012
010101100000000,0.012
010101100000001,0.012
010101100000100,0.012
010101100001001,0.012
010101100001100,0.012
010101100001101,0.012
010101100010101,0.012
010101100011011,0.012
010101100011111,0.012
010101100100000,0.012
010101100100001,0.012
010101100100100,0.012
010101100100110,0.012
010101100101011,0.012
010101100101101,0.012
010101100110011,0.012
010101100110110,0.012
010101100111100,0.024
010101101000011,0.012
010101101000100,0.024
010101101001011,0.012
010101101011101,0.012
010101101100010,0.012
010101101100100,0.012
010101101110101,0.012
